Video ID,Comment ID,comments
8EJ3zbKTWQ8,UgwHkpVXJYd48cV2-cF4AaABAg,I  just  remembered  when  Justin  went  on  Ellen  she  asked  him  what    yummy    was  supposed  to  mean  and  it  got  awkward  af  for  a  minute  and  I  ve  heard  a  lot  about  Ellen  being  involved  in  pizzagate  as  well
8EJ3zbKTWQ8,UgwLVy-5a3RuhCIu0y94AaABAg,This  is  actually  terrifying    No  wonder  why  he  wanted  everyone  to  stream  it  so  bad    He  wanted  everyone  to  know  the  truth  
8EJ3zbKTWQ8,UgzP4Rx61Ig53f-LMr14AaABAg,  Lost  control  of  myself    no  compromise    You  re  incriminating    no  disguise    and  you  ain  t  ever  running  low  on  supplies      he  literally  could  ve  just  made  the  song  that  and  it  would  still  tell  you  everything  you  need  to  know  
8EJ3zbKTWQ8,UgxR1MSHFgrJYLykFdZ4AaABAg,Esto  ya  me  est      dando  miedoo  sale  JHON  PODESTA  Y  EL  EX  MANAGER  DE  Justin  creo  que  fueron  ellos  que  abusaron  de  el      Quedaron  solos    al  final    y  en  el  postre  sale  Justin  cuando  era  chico    Y  para  acabar  en  el  minuto  1  47  Justin  dice      PERD    EL  CONTROL  DE  MI  MISMO  ESTOY  EN  PELIGRO    ESTAS  INCRIMINADO    y  en  algunas    partes  de  la  canci  n  en  reversa  dice      Cuando  les  dejo  salir    quieren  que  tenga  miedo  de    ellos    y  eso  me  deja  en  la  derrota    si  ya  no  quieres  estar  en  un  cuarto  con  un  monstruo    y  aquellos  que  me  quieren    que  tiene  dinero    Y  Justin  varias  veces  se  ala  a  su  ex  manager  y  a  JHON  PODESTA      Y  en  el  instagram  de  JUSTIN    l    subi    varias  fotos  de  beb  s  y  con  el  hashtag    YUMMY    Y  la  portada  de    YUMMY    esta  en  forma  como  si  fueran  pizzas    Aqui  hay  un  Link  donde  dicen  todo        https      youtu  be  3efaeMv4a  8    Todo  tiene  sentido    Lo  hab  a  subido  ya      Pero  creo  youtube  me  lo  borro        This  is  already  giving  me  scary  comes  out  JHON  PODESTA  AND  THE  EX  MANAGER  OF  Justin  I  think  it  was  they  who  abused  him        They  were  alone  at  the  end    and  in  the  dessert  Justin  comes  out  when  he  was  a  boy    And  to  finish  in  the  minute  1  47  Justin  says      I  LOST  CONTROL  OF  MYSELF  I  AM  IN  DANGER    YOU  ARE  INCRIMINATED    and  in  some  parts  of  the  song  in  reverse  it  says      When  I  let  them  out    they  want  me  to  be  afraid  of    them    and  that  leaves  me  in  defeat    if  you  no  longer  want  to  be  in  a  room  with  a  monster  and  those  who  love  me    what  have  money    And  Justin  repeatedly  points  to  his  former  manager  and  JHON  PODESTA        And  on  JUSTIN's  instagram  he  uploaded  several  photos  of  babies  and  with  the  hashtag    YUMMY    And  the  cover  of    YUMMY    is  shaped  like  pizza    Here  is  a  link  is  all    https      youtu  be  3efaeMv4a  8    Everything  makes  sense    I  had  already  uploaded  it        But  I  think  YouTube  I  delete  it        Lo  Subire  cada  vez  que  me  eliminen  el  comentario    Porque  me  estoy  dando  de  cuenta  que  los  borran        I  will  upload  it  every  time  the  comment  is  removed    Because  I  am  realizing  that  they  are  erased        
8EJ3zbKTWQ8,Ugxl4sEU1bwDlfrn6i14AaABAg,I  m  so  disgusted  we  should  ve  known  better    If  anything  happens  to  Justin  we  know  what  s  up  guys  let  that  sink  in  
8EJ3zbKTWQ8,Ugz6siPHkLxbAVuWrbt4AaABAg,This  must  be  why  he  was  promoting  the  song  so  much  from  the  beginning
8EJ3zbKTWQ8,UgwUS5NhUhCb7tsH1C94AaABAg,Hailey    write  me  a  song  babe  Justin    YUMMY  YUMMY  YUMMY
8EJ3zbKTWQ8,UgxH836Ldw3gRmvjSnN4AaABAg,This  sounds  like  a  hungry  kid  wrote  this  in  music  class
8EJ3zbKTWQ8,UgwngoXRboF_uAfThD54AaABAg,So  now  what  s  in  the  news  is  him  being  accused  of  assaulting  women  rather  than  the  message  he  was  trying  to  explain  here        nice  
8EJ3zbKTWQ8,UgxvRdMM14dvcaVcaTt4AaABAg,Mans  just  really  liked  his  cake  and  wanted  to  write  about  it
8EJ3zbKTWQ8,UgzDcyuxJIO8m3KpZP54AaABAg,all  the  symbolism  CANNOT  be  a  coincidence
8EJ3zbKTWQ8,UgzbFIHI6PLkYULFAh54AaABAg,When  you're  married  and  not  allowed  to  sing  about  girls  anymore    
8EJ3zbKTWQ8,Ugyq6HTkKH0JLPKdqX14AaABAg,He  had  multiple  panic  attacks  while  filming  this    he  must  ve  gone  through  much    No  one  was  ever  there  for  him  
8EJ3zbKTWQ8,UgwMhqgTrRfQiGi33G94AaABAg,Seeing  his  picture  as  a  child  made  me  cry      Who  knows  if  they  did  this  to  him    
